meddra_id,meddra_name,meddra_term_type
10024881,"Loss of vision",LLT
10024882,"Loss of voice",LLT
10024891,"Low back pain",LLT
10024895,"Low blood pressure",LLT
10024939,"Lower abdomen tense feeling of",LLT
10024940,"Lower abdominal pain",LLT
10024943,"Lower extremities discomfort",LLT
10024944,"Lower extremities ill feeling of",LLT
10024945,"Lower extremities phlebothrombus of",LLT
10024946,"Lower extremities ulcers of",LLT
10024947,"Lower extremities weakness of",LLT
10024968,"Lower respiratory tract infection",PT
10024986,LRTI,LLT
10025044,"Lung cancer",LLT
10025080,"Lung consolidation",PT
10025082,"Lung disorder",PT
10025084,"Lung edema",LLT
10025088,"Lung fibrosis",LLT
10025102,"Lung infiltration",PT
10025112,"Lung oedema",LLT
10025134,"Lupus erythematosus",LLT
10025140,"Lupus nephritis",PT
10025163,LVF,LLT
10025164,LVH,LLT
10025166,"Lyell syndrome",LLT
10025168,"Lyell's syndrome",LLT
10025169,"Lyme disease",PT
10025182,"Lymph node pain",PT
10025186,"Lymph nodes enlarged",LLT
10025188,Lymphadenitis,PT
10025197,Lymphadenopathy,PT
10025200,"Lymphadenopathy cervical",LLT
10025219,Lymphangioma,PT
10025226,Lymphangitis,PT
10025233,Lymphedema,LLT
10025268,"Lymphocytic colitis",LLT
10025270,"Lymphocytic leukaemia",PT
10025278,Lymphocytopenia,LLT
10025280,Lymphocytosis,PT
10025282,Lymphoedema,PT
10025310,Lymphoma,PT
10025327,Lymphopenia,PT
10025381,"Macrocytic anemia",LLT
10025382,Macrocytosis,PT
10025390,Macroglobulinemia,LLT
10025409,"Macular degeneration",PT
10025415,"Macular oedema",PT
10025418,"Macular rash",LLT
10025421,Macule,PT
10025422,Maculo-papular,LLT
10025423,"Maculo-papular rash",LLT
10025424,"Maculopapular rash",LLT
10025425,Maculopathy,PT
10025433,"Magnesium deficiency",PT
10025476,Malabsorption,PT
10025479,"Malabsorption syndrome",LLT
10025482,Malaise,PT
10025487,Malaria,PT
10025514,"Male pattern baldness",LLT
10025541,"Malignant breast neoplasm",LLT
10025600,"Malignant hypertension",PT
10025607,"Malignant hyperthermia",LLT
10025623,"Malignant liver tumor",LLT
10025632,"Malignant lymphoma",LLT
10025650,"Malignant melanoma",PT
10026712,"Mallory-Weiss syndrome",PT
10026749,Mania,PT
10026752,Manic,LLT
10026778,"Manic episode",LLT
10026781,"Manic reaction",LLT
10026782,"Manic state",LLT
10026846,"Marrow depression",LLT
10026849,"Marrow dysplasia",LLT
10026859,Masculinization,LLT
10026861,"Mask like facies",LLT
10026863,"Masked facies",LLT
10026865,Mass,PT
10026883,Mastitis,PT
10026891,Mastocytosis,PT
10026892,Mastodynia,LLT
10026900,Mastoiditis,PT
10027011,Measles,PT
10027055,"Meckel's diverticulum",LLT
10027073,"Mediastinal emphysema",LLT
10027082,Mediastinitis,PT
10027091,"Medication error",PT
10027094,"Mediterranean fever",LLT
10027110,Megacolon,PT
10027115,"Megacolon toxic",LLT
10027129,"Megaloblastic anemia",LLT
10027130,Megaloblastosis,LLT
10027137,Meibomianitis,PT
10027141,Melaena,PT
10027143,Melancholia,LLT
10027145,"Melanocytic naevus",PT
10027146,Melanoderma,PT
10027157,Melanosis,PT
10027158,"Melanosis coli",LLT
10027161,Melasma,LLT
10027162,Melena,LLT
10027170,"Membranous nephropathy",LLT
10027172,"Memory disturbance",LLT
10027175,"Memory impairment",PT
10027176,"Memory loss",LLT
10027179,"Memory loss transient",LLT
10027183,"Meniere's disease",PT
10027188,"Meningeal irritation",LLT
10027191,Meningioma,PT
10027197,Meningism,PT
10027199,Meningitis,PT
10027201,"Meningitis aseptic",PT
10027202,"Meningitis bacterial",PT
10027209,"Meningitis cryptococcal",PT
10027248,"Meningitis listeria",PT
10027249,"Meningitis meningococcal",PT
10027274,"Meningococcal infection",PT
10027280,"Meningococcal sepsis",PT
10027282,Meningoencephalitis,LLT
10027285,"Meningoencephalitis herpetic",LLT
10027295,Menometrorrhagia,PT
10027304,"Menopausal symptoms",PT
10027313,Menorrhagia,LLT
10027321,"Menses painful",LLT
10027323,"Menstrual cramp",LLT
10027324,"Menstrual cramps",LLT
10027325,"Menstrual cycle abnormal",LLT
10027327,"Menstrual disorder",PT
10027331,"Menstrual flow altered",LLT
10027333,"Menstrual irregularity",LLT
10027336,"Menstruation delayed",PT
10027339,"Menstruation irregular",PT
10027345,"Mental activity decreased",LLT
10027346,"Mental concentration decreased",LLT
10027350,"Mental confusion",LLT
10027374,"Mental impairment",PT
10027378,"Mental retardation",LLT
10027397,"Mesenteric artery thrombosis",PT
10027403,"Mesenteric venous occlusion",PT
10027406,Mesothelioma,PT
10027417,"Metabolic acidosis",PT
10027423,"Metabolic alkalosis",PT
10027452,"Metastases to bone",PT
10027458,"Metastases to lung",PT
10027475,"Metastatic breast cancer",LLT
10027478,"Metastatic disease",LLT
10027484,"Metastatic pain",LLT
10027493,Meteorism,LLT
10027496,Methaemoglobinaemia,PT
10027506,Methemoglobinemia,LLT
10027514,Metrorrhagia,LLT
10027525,Microalbuminuria,PT
10027527,"Microangiopathic haemolytic anaemia",PT
10027538,"Microcytic anaemia",PT
10027547,Microphthalmia,LLT
10027561,"Micturition disorder",PT
10027562,"Micturition frequency",LLT
10027564,"Micturition painful",LLT
10027566,"Micturition urgency",PT
10027590,"Middle insomnia",PT
10027599,Migraine,PT
10027602,"Migraine headache",LLT
10027626,Milia,PT
10027627,Miliaria,PT
10027630,"Miliary tuberculosis",LLT
10027635,"Milk-alkali syndrome",PT
10027646,Miosis,PT
10027649,Miscarriage,LLT
10027727,"Mitral valve incompetence",PT
10027754,"Mixed connective tissue disease",PT
10027780,"Mixed salivary tumour",LLT
10027783,Moaning,PT
10027787,"Mobitz type I",LLT
10027788,"Mobitz type II",LLT
10027807,"Molluscum contagiosum",PT
10027825,Moniliasis,LLT
10027829,"Moniliasis genital",LLT
10027905,Monocytopenia,PT
10027906,Monocytosis,PT
10027925,Monoparesis,PT
10027926,Monoplegia,PT
10027937,"Mood alteration NOS",LLT
10027940,"Mood altered",PT
10027941,"Mood change",LLT
10027951,"Mood swings",PT
10027952,"Mood variable",LLT
10027953,"Moon face",LLT
10027970,"Morbilliform rash",LLT
10027979,Morphea,LLT
10027982,Morphoea,PT
10027990,"Motion sickness",PT
10028006,"Motor restlessness",LLT
10028008,"Motor vehicle accident",LLT
10028020,"Mouth cyst",PT
10028021,"Mouth dry",LLT
10028022,"Mouth feeling dry",LLT
10028024,"Mouth haemorrhage",PT
10028025,"Mouth hemorrhage",LLT
10028026,"Mouth irritation",LLT
10028033,"Mouth ulcer",LLT
10028034,"Mouth ulceration",PT
10028035,"Movement disorder",PT
10028041,"Movements involuntary",LLT
10028045,"Movements reduced",LLT
10028053,MS,LLT
10028080,"Mucocutaneous candidiasis",PT
10028098,Mucormycosis,PT
10028111,"Mucosal dryness",PT
10028116,"Mucosal inflammation",PT
10028119,"Mucosal membrane hyperplasia",PT
10028122,"Mucosal swelling",LLT
10028124,"Mucosal ulceration",PT
10028127,Mucositis,LLT
10028130,"Mucositis oral",LLT
10028133,"Mucous membrane disorder",LLT
10028139,"Mucous stool",LLT
10028140,"Mucous stools",PT
10028154,"Multi-organ failure",LLT
10028162,"Multiorgan failure",LLT
10028164,"Multiple allergies",PT
10028228,"Multiple myeloma",LLT
10028243,"Multiple pregnancy",PT
10028245,"Multiple sclerosis",PT
10028246,"Multiple sclerosis aggravated",LLT
10028257,Mumps,PT
10028284,"Muscae volitantes",LLT
10028286,"Muscarinic effects",LLT
10028287,"Muscle ache",LLT
10028289,"Muscle atrophy",PT
10028293,"Muscle contractions involuntary",PT
10028294,"Muscle cramp",LLT
10028295,"Muscle cramps",LLT
10028298,"Muscle degeneration",LLT
10028299,"Muscle discomfort",PT
10028300,"Muscle disorder",PT
10028303,"Muscle dissolution",LLT
10028304,"Muscle fasciculation",LLT
10028309,"Muscle haemorrhage",PT
10028310,"Muscle hemorrhage",LLT
10028313,"Muscle inflammation",LLT
10028314,"Muscle injury",PT
10028320,"Muscle necrosis",PT
10028322,"Muscle pain",LLT
10028328,"Muscle relaxation",LLT
10028330,"Muscle rigidity",PT
10028331,"Muscle rupture",PT
10028333,"Muscle spasm",LLT
10028334,"Muscle spasms",PT
10028335,"Muscle spasticity",PT
10028339,"Muscle stiffness",LLT
10028346,"Muscle twitch",LLT
10028347,"Muscle twitching",PT
10028350,"Muscle weakness",LLT
10028356,"Muscular dystrophy",PT
10028361,"Muscular pain",LLT
10028372,"Muscular weakness",PT
10028391,"Musculoskeletal pain",PT
10028403,Mutism,PT
10028411,Myalgia,PT
10028415,Myasthenia,LLT
10028417,"Myasthenia gravis",PT
10028418,"Myasthenia gravis aggravated",LLT
10028424,"Myasthenic syndrome",PT
10028483,"Mycosis fungoides",LLT
10028517,"Mycotic aneurysm",LLT
10028521,Mydriasis,PT
10028524,Myelitis,PT
10028527,"Myelitis transverse",PT
10028533,"Myelodysplastic syndrome",PT
10028537,Myelofibrosis,PT
10028549,"Myeloid leukaemia",PT
10028566,Myeloma,LLT
10028584,Myelosuppression,PT
10028591,"Myocardial disorder",LLT
10028595,"Myocardial infarct",LLT
10028596,"Myocardial infarction",PT
10028597,"Myocardial infarction acute",LLT
10028600,"Myocardial ischaemia",PT
10028601,"Myocardial ischemia",LLT
10028604,"Myocardial rupture",PT
10028605,"Myocardial rupture (post infarct)",LLT
10028606,Myocarditis,PT
10028621,"Myoclonic jerks",LLT
10028622,Myoclonus,PT
10028623,Myodesopsia,LLT
10028629,Myoglobinuria,PT
10028632,Myokymia,PT
10028641,Myopathy,PT
10028651,Myopia,PT
10028652,"Myopia transient",LLT
10028653,Myositis,PT
10028663,Myxedema,LLT
10028665,Myxoedema,PT
10028679,Naevus,LLT
10028689,"Nail changes",LLT
10028690,"Nail deformation",PT
10028691,"Nail discoloration",LLT
10028692,"Nail discolouration",PT
10028694,"Nail disorder",PT
10028698,"Nail dystrophy",PT
10028700,"Nail hypertrophy",PT
10028702,"Nail pitting",PT
10028703,"Nail psoriasis",PT
10028705,"Nail tinea",LLT
10028713,Narcolepsy,PT
10028720,"Nasal abscess",PT
10028727,"Nasal burning",LLT
10028735,"Nasal congestion",PT
10028737,"Nasal discharge",LLT
10028740,"Nasal dryness",PT
10028741,"Nasal inflammation",PT
10028742,"Nasal irritation",LLT
10028743,"Nasal itching",LLT
10028748,"Nasal obstruction",PT
10028750,"Nasal oedema",PT
10028753,"Nasal passage irritation",LLT
10028754,"Nasal polyp",LLT
10028765,"Nasal septum perforation",PT
10028771,"Nasal stuffiness",LLT
10028780,"Nasal ulcer",PT
10028810,Nasopharyngitis,PT
10028813,Nausea,PT
10028836,"Neck pain",PT
10028838,"Neck rigid",LLT
10028839,"Neck rigidity",LLT
10028842,"Neck stiff",LLT
10028843,"Neck stiffness",LLT
10028844,"Neck strange feeling of",LLT
10028847,"Necrobiosis lipoidica",LLT
10028851,Necrosis,PT
10028856,"Necrosis bowel",LLT
10028859,"Necrosis hepatocellular",LLT
10028862,"Necrosis ischaemic",PT
10028884,"Necrotising enterocolitis",LLT
10028885,"Necrotising fasciitis",PT
10028892,"Necrotizing vasculitis",LLT
10028899,Negativism,PT
10028944,"Neonatal hypoglycemia",LLT
10028953,"Neonatal jaundice",LLT
10028970,"Neonatal respiratory depression",PT
10028980,Neoplasm,PT
10028997,"Neoplasm malignant",PT
10029000,"Neoplasm NOS",LLT
10029098,"Neoplasm skin",PT
10029113,Neovascularisation,PT
10029117,Nephritis,PT
10029134,"Nephritis interstitial",LLT
10029135,"Nephritis interstitial acute",LLT
10029146,Nephrocalcinosis,PT
10029147,"Nephrogenic diabetes insipidus",PT
10029148,Nephrolithiasis,PT
10029151,Nephropathy,PT
10029155,"Nephropathy toxic",PT
10029161,Nephrosis,LLT
10029163,"Nephrosis osmotic",LLT
10029164,"Nephrotic syndrome",PT
10029177,"Nerve damage",LLT
10029178,"Nerve deafness",LLT
10029180,"Nerve injury, peripheral",LLT
10029181,"Nerve pain",LLT
10029188,"Nerve root lesion",LLT
10029197,Nervous,LLT
10029202,"Nervous system disorder",PT
10029203,"Nervous system disorder NOS",LLT
10029216,Nervousness,PT
10029223,Neuralgia,PT
10029229,"Neuralgic amyotrophy",PT
10029234,Neurilemmoma,LLT
10029235,"Neurilemmoma benign",PT
10029240,Neuritis,PT
10029254,"Neuro-Behcet disease",LLT
10029260,Neuroblastoma,PT
10029263,Neurodermatitis,PT
10029266,"Neuroendocrine carcinoma of the skin",PT
10029267,Neurofibroma,PT
10029268,Neurofibromatosis,PT
10029279,"Neurogenic bladder",PT
10029281,"Neuroleptic malignant",LLT
10029282,"Neuroleptic malignant syndrome",PT
10029290,"Neurologic reaction",LLT
10029291,"Neurologic symptoms",LLT
10029313,"Neuromuscular block",LLT
10029315,"Neuromuscular blockade",PT
10029322,"Neuromyelitis optica",LLT
10029323,Neuromyopathy,PT
10029326,"Neuropathic arthropathy",PT
10029328,Neuropathy,LLT
10029331,"Neuropathy peripheral",PT
10029333,Neurosis,PT
10029350,Neurotoxicity,PT
10029354,Neutropenia,PT
10029359,"Neutropenic enterocolitis",LLT
10029379,Neutrophilia,PT
10029400,"Nicotinic acid deficiency",PT
10029401,"Nicotinic effects",LLT
10029402,NIDDM,LLT
10029403,"Niemann-Pick disease",PT
10029404,"Night blindness",PT
10029408,"Night cramps",LLT
10029409,"Night sweat",LLT
10029410,"Night sweats",PT
10029412,Nightmare,PT
10029414,Nightmares,LLT
10029417,"Nipple disorder",PT
10029421,"Nipple pain",PT
10029436,"No adverse effect",LLT
10029439,"No hearing",LLT
10029441,"No toxic effect",LLT
10029444,Nocardiosis,PT
10029446,Nocturia,PT
10029449,"Nocturnal confusion",LLT
10029453,"Nocturnal enuresis",LLT
10029458,"Nodal arrhythmia",PT
10029470,"Nodal rhythm",PT
10029530,"Non-alcoholic fatty liver",PT
10029537,"Non-cardiogenic pulmonary edema",LLT
10029538,"Non-cardiogenic pulmonary oedema",PT
10029547,"Non-Hodgkin's lymphoma",PT
10029726,"Nontoxic goitre",LLT
10029748,"Noonan syndrome",PT
10029783,"Normochromic normocytic anaemia",PT
10029792,"Nose bleed",LLT
10029793,"Nose bleeds",LLT
10029796,"Nose dry feeling of",LLT
10029802,Nosebleed,LLT
10029803,"Nosocomial infection",PT
10029825,"Nucleated red cells",PT
10029829,Numbness,LLT
10029845,"Numbness of fingers",LLT
10029847,"Numbness of limbs",LLT
10029852,"Numbness of tongue",LLT
10029864,Nystagmus,PT
10029883,Obesity,PT
10029888,"Obliterative bronchiolitis",PT
10029896,"Obsessive reaction",LLT
10029897,"Obsessive thoughts",PT
10029898,"Obsessive-compulsive disorder",PT
10029932,Obstipation,LLT
10029959,"Obstruction lung disease",LLT
10029983,"Obstructive sleep apnoea syndrome",PT
10029984,"Obstructive uropathy",LLT
10029985,Obtundation,LLT
10030000,"Occlusion coronary",LLT
10030037,"Ocular fundus bleeding of",LLT
10030039,"Ocular haemorrhage",LLT
10030041,"Ocular hyperaemia",PT
10030042,"Ocular hyperemia",LLT
10030043,"Ocular hypertension",PT
10030065,"Ocular stinging",LLT
10030071,"Oculogyric crisis",PT
10030081,"Oculomucocutaneous syndrome",PT
10030094,Odynophagia,PT
10030095,Oedema,PT
10030101,"Oedema face",LLT
10030104,"Oedema genital",PT
10030109,"Oedema lower limb",LLT
10030110,"Oedema mouth",PT
10030111,"Oedema mucosal",PT
10030124,"Oedema peripheral",PT
10030132,"Oedema upper limb",LLT
10030153,"Oesophageal candida",LLT
10030154,"Oesophageal candidiasis",PT
10030155,"Oesophageal carcinoma",PT
10030172,"Oesophageal haemorrhage",PT
10030180,"Oesophageal pain",PT
10030181,"Oesophageal perforation",PT
10030182,"Oesophageal reflux",LLT
10030184,"Oesophageal spasm",PT
10030194,"Oesophageal stenosis",PT
10030195,"Oesophageal stenosis acquired",LLT
10030201,"Oesophageal ulcer",PT
10030203,"Oesophageal ulceration",LLT
10030210,"Oesophageal varices haemorrhage",PT
10030216,Oesophagitis,PT
10030247,"Oestrogen deficiency",PT
10030278,"Olecranon bursitis",LLT
10030289,Oligohydramnios,PT
10030294,Oligomenorrhea,LLT
10030295,Oligomenorrhoea,PT
10030300,Oligospermia,PT
10030302,Oliguria,PT
10030312,"On and off phenomenon",PT
10030314,Onchocerciasis,PT
10030336,Onychogryphosis,PT
10030337,Onycholysis,PT
10030338,Onychomycosis,PT
10030856,"Open-angle glaucoma",LLT
10030860,"Operative haemorrhage",LLT
10030865,"Ophthalmic herpes zoster",PT
10030869,Ophthalmitis,LLT
10030875,Ophthalmoplegia,PT
10030898,Opisthotonos,LLT
10030899,Opisthotonus,PT
10030901,"Opportunistic infection",PT
10030910,"Optic atrophy",PT
10030924,"Optic ischaemic neuropathy",PT
10030925,"Optic ischemic neuropathy",LLT
10030931,"Optic nerve cupping",PT
10030938,"Optic nerve injury",PT
10030942,"Optic neuritis",PT
10030945,"Optic neuritis retrobulbar",LLT
10030954,"Optical illusion",LLT
10030960,"Oral aphthae",LLT
10030962,"Oral candida",LLT
10030963,"Oral candidiasis",PT
10030972,"Oral discharge",PT
10030973,"Oral discomfort",PT
10030974,"Oral dryness",LLT
10030976,"Oral dyskinesia",LLT
10030978,"Oral haemorrhage",LLT
10030984,"Oral moniliasis",LLT
10030985,"Oral mucosa bleeding",LLT
10030986,"Oral mucosa blister",LLT
10030988,"Oral mucosa discolouration",LLT
10030995,"Oral mucosal blistering",PT
10030996,"Oral mucosal discolouration",PT
10030998,"Oral mucosal petechiae",LLT
10031009,"Oral pain",PT
10031014,"Oral soft tissue disorder NOS",LLT
10031027,"Oral ulceration",LLT
10031051,"Orbital oedema",PT
10031064,Orchitis,PT
10031071,Orf,PT
10031085,"Orgasm abnormal",PT
10031087,"Orientation disturbed",LLT
10031111,"Oropharyngeal spasm",PT
10031118,"Oropharyngeal swelling",PT
10031123,Orthopnoea,PT
10031125,"Orthostatic dizziness",LLT
10031127,"Orthostatic hypotension",PT
10031149,Osteitis,PT
10031161,Osteoarthritis,PT
10031233,Osteochondrosis,PT
10031240,Osteodystrophy,PT
10031248,Osteolysis,PT
10031249,Osteoma,PT
10031250,Osteomalacia,PT
10031252,Osteomyelitis,PT
10031264,Osteonecrosis,PT
10031265,Osteoneuralgia,LLT
10031282,Osteoporosis,PT
10031284,"Osteoporosis NOS",LLT
10031290,"Osteoporotic fracture",PT
10031291,Osteosarcoma,PT
10031299,Osteosis,PT
10033071,Otitis,LLT
10033072,"Otitis externa",PT
10033078,"Otitis media",PT
10033084,"Otitis media NOS",LLT
10033099,Otorrhea,LLT
10033101,Otorrhoea,PT
10033102,Otosalpingitis,PT
10033103,Otosclerosis,PT
10033109,Ototoxicity,PT
10033128,"Ovarian cancer",PT
10033132,"Ovarian cyst",PT
10033136,"Ovarian cyst ruptured",PT
10033138,"Ovarian cystoma",LLT
10033139,"Ovarian disorder",PT
10033157,"Ovarian enlargement",PT
10033165,"Ovarian failure",PT
10033263,"Ovarian haematoma",PT
10033265,"Ovarian hyperstimulation",LLT
10033266,"Ovarian hyperstimulation syndrome",PT
10033279,"Ovarian rupture",PT
10033280,"Ovarian torsion",LLT
10033288,Overactive,LLT
10033291,Overactivity,LLT
10033295,Overdose,PT
10033303,Overhydration,LLT
10033305,Oversedation,LLT
10033307,Overweight,PT
10033362,"Paget's disease",LLT
10033363,"Paget's disease of bone",LLT
10033371,Pain,PT
10033374,"Pain abdominal",LLT
10033380,"Pain back",LLT
10033387,"Pain chest",LLT
10033425,"Pain in extremity",PT
10033430,"Pain in hand",LLT
10033433,"Pain in jaw",PT
10033446,"Pain in leg",LLT
10033447,"Pain in limb",LLT
10033470,"Pain NOS",LLT
10033473,"Pain of lower extremities",LLT
10033474,"Pain of skin",PT
10033504,"Painful breasts",LLT
10033517,"Painful respiration",PT
10033532,Pale,LLT
10033533,"Pale skin",LLT
10033546,Pallor,PT
10033548,"Pallor facial",LLT
10033550,"Pallor of skin",LLT
10033551,"Palmar erythema",PT
10033553,"Palmar-plantar erythrodysaesthesia syndrome",PT
10033556,Palpitation,LLT
10033557,Palpitations,PT
10033558,Palsy,LLT
10033573,Pancolitis,LLT
10033604,"Pancreatic cancer",LLT
10033609,"Pancreatic carcinoma",PT
10033611,"Pancreatic carcinoma non-resectable",LLT
10033628,"Pancreatic insufficiency",LLT
10033635,"Pancreatic pseudocyst",PT
10033645,Pancreatitis,PT
10033647,"Pancreatitis acute",PT
10033649,"Pancreatitis chronic",PT
10033650,"Pancreatitis haemorrhagic",PT
10033652,"Pancreatitis hemorrhagic",LLT
10033654,"Pancreatitis necrotising",PT
10033657,"Pancreatitis relapsing",PT
10033661,Pancytopenia,PT
10033664,"Panic attack",PT
10033665,"Panic attacks",LLT
10033666,"Panic disorder",PT
10033670,"Panic reaction",PT
10033675,Panniculitis,PT
10033683,Panophthalmitis,PT
10033703,Papilledema,LLT
10033708,Papillitis,PT
10033712,Papilloedema,PT
10033713,Papilloma,PT
10033726,"Papular rash",LLT
10033731,"Papular urticaria",LLT
10033733,Papule,PT
10033770,"Paradoxical bronchospasm",LLT
10033775,Paraesthesia,PT
10033780,"Paraesthesia mucosal",PT
10033799,Paralysis,PT
10033809,"Paralysis flaccid",LLT
10033813,"Paralysis intestinal",LLT
10033827,"Paralysis periodic",LLT
10033841,"Paralytic ileus",LLT
